customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
YM000483,246,5,53412.12,1,2,1,121,В зоне риска
YM000484,4,5,95733.32,4,2,2,422,Лояльные
YM000485,174,4,91167.13,1,1,2,112,Спящие
YM000486,15,5,85686.45999999999,3,2,2,322,Лояльные
YM000487,19,6,216407.33000000002,3,2,4,324,Лояльные
YM000488,10,6,128346.90999999999,4,2,3,423,Лояльные
YM000489,289,7,77232.76,1,3,2,132,Уходящие VIP
YM000490,7,6,69136.94,4,2,2,422,Лояльные
YM000491,29,6,60564.600000000006,3,2,1,321,Лояльные
YM000492,251,4,55852.73,1,1,1,111,Спящие
YM000493,60,8,123005.12,2,4,3,243,Перспективные
YM000494,1,4,72477.75,4,1,2,412,Новички
YM000495,18,9,106607.11,3,4,2,342,Лояльные
YM000496,194,5,111719.94,1,2,2,122,В зоне риска
YM000497,17,11,392660.69,3,4,4,344,Чемпионы
YM000498,74,7,146151.77,2,3,3,233,Перспективные
YM000499,78,6,64022.64,2,2,1,221,Перспективные
YM000500,3,11,397112.74,4,4,4,444,Чемпионы
YM000501,132,4,30887.730000000003,1,1,1,111,Спящие
YM000502,79,7,60523.8,2,3,1,231,Перспективные
YM000503,238,6,73547.76000000001,1,2,2,122,В зоне риска
YM000504,12,12,153024.38,4,4,3,443,Чемпионы
YM000505,12,8,88725.51,4,4,2,442,Лояльные
YM000506,63,2,66911.91,2,1,2,212,Нуждаются во внимании
YM000507,1,7,323724.08,4,3,4,434,Чемпионы
YM000508,5,8,149104.18,4,4,3,443,Чемпионы
YM000509,2,10,250299.49,4,4,4,444,Чемпионы
YM000510,21,8,76759.72,3,4,2,342,Лояльные
YM000511,23,6,204974.05,3,2,4,324,Лояльные
YM000512,3,5,116581.31,4,2,3,423,Лояльные
YM000513,37,7,156474.89,3,3,3,333,Чемпионы
YM000514,42,8,279929.45,2,4,4,244,Перспективные
YM000515,90,7,66110.70000000001,2,3,1,231,Перспективные
YM000516,288,1,786.38,1,1,1,111,Спящие
YM000517,6,6,84096.88,4,2,2,422,Лояльные
YM000518,101,4,9471.06,1,1,1,111,Спящие
YM000519,9,6,193491.37,4,2,4,424,Лояльные
YM000520,262,5,69328.61,1,2,2,122,В зоне риска
YM000521,17,5,149484.24,3,2,3,323,Лояльные
YM000522,11,5,150610.19,4,2,3,423,Лояльные
YM000523,13,1,12029.71,4,1,1,411,Новички
YM000524,66,7,177218.75,2,3,3,233,Перспективные
YM000525,22,11,189259.5,3,4,3,343,Чемпионы
YM000526,163,6,167833.57,1,2,3,123,В зоне риска
YM000527,19,3,18785.21,3,1,1,311,Новички
YM000528,80,8,71387.68000000001,2,4,2,242,Перспективные
YM000529,20,9,594188.24,3,4,4,344,Чемпионы
YM000530,2,4,20417.49,4,1,1,411,Новички
YM000531,283,6,353589.94,1,2,4,124,В зоне риска
YM000532,8,7,281729.51,4,3,4,434,Чемпионы
YM000533,131,2,16187.630000000001,1,1,1,111,Спящие
YM000534,25,5,62467.7,3,2,1,321,Лояльные
YM000535,20,4,58386.229999999996,3,1,1,311,Новички
YM000536,62,8,46752.41,2,4,1,241,Перспективные
YM000537,3,8,236722.7,4,4,4,444,Чемпионы
YM000538,33,3,26546.920000000002,3,1,1,311,Новички
YM000539,110,3,26933.02,1,1,1,111,Спящие
YM000540,60,8,225339.06999999998,2,4,4,244,Перспективные
YM000541,20,4,105734.19,3,1,2,312,Новички
YM000542,40,8,381327.84,2,4,4,244,Перспективные
YM000543,87,10,146250.26,2,4,3,243,Перспективные
YM000544,92,2,50298.729999999996,2,1,1,211,Нуждаются во внимании
YM000545,5,9,359389.24,4,4,4,444,Чемпионы
YM000546,73,4,30820.66,2,1,1,211,Нуждаются во внимании
YM000547,25,8,71206.06,3,4,2,342,Лояльные
YM000548,25,4,85743.08,3,1,2,312,Новички
YM000549,147,2,39269.14,1,1,1,111,Спящие
YM000550,1,2,32617.15,4,1,1,411,Новички
YM000551,11,4,99104.31999999999,4,1,2,412,Новички
YM000552,13,8,197112.83000000002,4,4,4,444,Чемпионы
YM000553,49,8,210019.89999999997,2,4,4,244,Перспективные
YM000554,105,4,58116.63,1,1,1,111,Спящие
YM000555,15,5,41976.869999999995,3,2,1,321,Лояльные
YM000556,192,6,234842.08,1,2,4,124,В зоне риска
YM000557,269,6,177439.26,1,2,3,123,В зоне риска
YM000558,36,8,112967.48000000001,3,4,2,342,Лояльные
YM000559,37,10,338464.16,3,4,4,344,Чемпионы
YM000560,98,7,218588.16,1,3,4,134,Уходящие VIP
YM000561,17,7,80230.14,3,3,2,332,Лояльные
YM000562,47,7,290242.54,2,3,4,234,Перспективные
YM000563,59,4,103097.76,2,1,2,212,Нуждаются во внимании
YM000564,183,7,80925.20999999999,1,3,2,132,Уходящие VIP
YM000565,37,10,619779.75,3,4,4,344,Чемпионы
YM000566,8,9,195443.01,4,4,4,444,Чемпионы
YM000567,103,4,56507.950000000004,1,1,1,111,Спящие
YM000568,7,6,144409.08000000002,4,2,3,423,Лояльные
YM000569,1,2,14297.08,4,1,1,411,Новички
YM000570,252,2,62015.96000000001,1,1,1,111,Спящие
YM000571,26,6,317453.47,3,2,4,324,Лояльные
YM000572,41,9,179407.87,2,4,3,243,Перспективные
YM000573,28,5,46406.62,3,2,1,321,Лояльные
YM000574,373,4,68467.93,1,1,2,112,Спящие
YM000575,3,9,159171.99,4,4,3,443,Чемпионы
YM000576,46,10,138103.2,2,4,3,243,Перспективные
YM000577,9,10,111419.42,4,4,2,442,Лояльные
YM000578,7,8,181690.77000000002,4,4,3,443,Чемпионы
YM000579,18,2,26764.08,3,1,1,311,Новички
YM000580,34,10,279290.0,3,4,4,344,Чемпионы
YM000581,66,3,23007.329999999998,2,1,1,211,Нуждаются во внимании
YM000582,141,4,83535.11,1,1,2,112,Спящие
YM000583,64,6,80065.17,2,2,2,222,Перспективные
YM000584,103,7,128063.86,1,3,3,133,Уходящие VIP
YM000585,144,2,111669.96,1,1,2,112,Спящие
YM000586,23,6,146608.73,3,2,3,323,Лояльные
YM000587,5,5,116473.62,4,2,2,422,Лояльные
YM000588,24,5,104421.70999999999,3,2,2,322,Лояльные
YM000589,295,1,43745.67,1,1,1,111,Спящие
YM000590,64,4,142457.41,2,1,3,213,Нуждаются во внимании
YM000591,54,6,174193.04,2,2,3,223,Перспективные
YM000592,90,8,212411.12000000002,2,4,4,244,Перспективные
YM000593,20,13,207625.44999999998,3,4,4,344,Чемпионы
YM000594,46,6,47380.259999999995,2,2,1,221,Перспективные
YM000595,2,8,377203.94,4,4,4,444,Чемпионы
YM000596,37,4,277730.06,3,1,4,314,Новички
YM000597,24,7,112841.71,3,3,2,332,Лояльные
YM000598,101,6,97304.02,1,2,2,122,В зоне риска
YM000599,15,6,254936.16999999998,3,2,4,324,Лояльные
YM000600,87,6,96617.33,2,2,2,222,Перспективные
YM000601,84,5,37779.54,2,2,1,221,Перспективные
YM000602,2,8,533989.0,4,4,4,444,Чемпионы
YM000603,25,4,245465.06,3,1,4,314,Новички
YM000604,55,4,49209.4,2,1,1,211,Нуждаются во внимании
YM000605,11,5,92020.33,4,2,2,422,Лояльные
YM000606,80,5,96570.23000000001,2,2,2,222,Перспективные
YM000607,6,5,139723.51,4,2,3,423,Лояльные
YM000608,38,6,195708.08000000002,2,2,4,224,Перспективные
YM000609,111,4,120334.70999999999,1,1,3,113,Спящие
YM000610,22,6,100979.72,3,2,2,322,Лояльные
YM000611,1,6,65292.9,4,2,1,421,Лояльные
YM000612,18,7,228765.13,3,3,4,334,Чемпионы
YM000613,299,1,3036.65,1,1,1,111,Спящие
YM000614,45,7,68302.23,2,3,2,232,Перспективные
YM000615,2,8,119172.70000000001,4,4,3,443,Чемпионы
YM000616,3,5,107022.5,4,2,2,422,Лояльные
YM000617,19,7,108413.35,3,3,2,332,Лояльные
YM000618,93,5,64848.85,1,2,1,121,В зоне риска
YM000619,22,6,47155.05,3,2,1,321,Лояльные
YM000620,6,6,90929.04000000001,4,2,2,422,Лояльные
YM000621,220,4,61869.91,1,1,1,111,Спящие
YM000622,16,1,3493.26,3,1,1,311,Новички
YM000623,42,5,52356.92999999999,2,2,1,221,Перспективные
YM000624,105,12,536288.13,1,4,4,144,Уходящие VIP
YM000625,32,7,309668.96,3,3,4,334,Чемпионы
YM000626,53,8,280765.7,2,4,4,244,Перспективные
YM000627,97,6,128027.75,1,2,3,123,В зоне риска
YM000628,106,4,94109.61,1,1,2,112,Спящие
YM000629,2,12,218586.32,4,4,4,444,Чемпионы
YM000630,11,3,36661.69,4,1,1,411,Новички
YM000631,11,7,172571.62,4,3,3,433,Чемпионы
YM000632,2,10,261921.56,4,4,4,444,Чемпионы
YM000633,12,4,103157.3,4,1,2,412,Новички
YM000634,141,3,3932.8599999999997,1,1,1,111,Спящие
YM000635,205,3,47922.22,1,1,1,111,Спящие
YM000636,60,9,90741.11,2,4,2,242,Перспективные
YM000637,56,6,104458.74,2,2,2,222,Перспективные
YM000638,17,10,212297.33000000002,3,4,4,344,Чемпионы
YM000639,5,5,60433.6,4,2,1,421,Лояльные
YM000640,17,7,133936.15,3,3,3,333,Чемпионы
YM000641,165,3,125773.22,1,1,3,113,Спящие
YM000642,81,7,77736.37,2,3,2,232,Перспективные
YM000643,16,4,16194.83,3,1,1,311,Новички
YM000644,175,6,51391.130000000005,1,2,1,121,В зоне риска
YM000645,18,5,194120.34,3,2,4,324,Лояльные
YM000646,34,5,127673.70000000001,3,2,3,323,Лояльные
YM000647,12,5,172558.3,4,2,3,423,Лояльные
YM000648,3,9,190270.52,4,4,3,443,Чемпионы
YM000649,425,2,27669.76,1,1,1,111,Спящие
YM000650,38,5,148478.41,2,2,3,223,Перспективные
YM000651,5,11,162529.41999999998,4,4,3,443,Чемпионы
YM000652,86,4,81001.0,2,1,2,212,Нуждаются во внимании
YM000653,50,9,376730.12,2,4,4,244,Перспективные
YM000654,19,5,34224.44,3,2,1,321,Лояльные
YM000655,7,8,128350.93,4,4,3,443,Чемпионы
YM000656,18,6,76292.73999999999,3,2,2,322,Лояльные
YM000657,19,5,261323.94,3,2,4,324,Лояльные
YM000658,16,7,56987.5,3,3,1,331,Лояльные
YM000659,265,8,113221.17,1,4,2,142,Уходящие VIP
YM000660,58,6,106852.61,2,2,2,222,Перспективные
YM000661,103,5,25839.379999999997,1,2,1,121,В зоне риска
YM000662,219,10,188436.18,1,4,3,143,Уходящие VIP
YM000663,127,5,187593.71999999997,1,2,3,123,В зоне риска
YM000664,343,3,12278.380000000001,1,1,1,111,Спящие
YM000665,128,2,14994.24,1,1,1,111,Спящие
YM000666,38,8,261842.38,2,4,4,244,Перспективные
YM000667,9,6,110819.92,4,2,2,422,Лояльные
YM000668,16,9,342223.1,3,4,4,344,Чемпионы
YM000669,6,4,142852.46,4,1,3,413,Новички
YM000670,63,8,201571.87,2,4,4,244,Перспективные
YM000671,311,6,69435.97,1,2,2,122,В зоне риска
YM000672,18,8,186081.23,3,4,3,343,Чемпионы
YM000673,33,6,205466.47,3,2,4,324,Лояльные
YM000674,63,7,150027.80000000002,2,3,3,233,Перспективные
YM000675,39,6,141935.02000000002,2,2,3,223,Перспективные
YM000676,110,10,72468.06999999999,1,4,2,142,Уходящие VIP
YM000677,61,8,159456.74,2,4,3,243,Перспективные
YM000678,3,7,43734.37,4,3,1,431,Лояльные
YM000679,77,4,47816.26,2,1,1,211,Нуждаются во внимании
YM000680,14,11,206242.22,4,4,4,444,Чемпионы
YM000681,61,6,77475.24,2,2,2,222,Перспективные
YM000682,114,9,66892.04,1,4,2,142,Уходящие VIP
YM000683,39,9,240519.12,2,4,4,244,Перспективные
YM000684,21,7,204435.21000000002,3,3,4,334,Чемпионы
YM000685,6,6,199299.17,4,2,4,424,Лояльные
YM000686,8,7,173220.45,4,3,3,433,Чемпионы
YM000687,19,6,192311.47,3,2,3,323,Лояльные
YM000688,15,6,79152.64,3,2,2,322,Лояльные
YM000689,43,6,47189.44,2,2,1,221,Перспективные
YM000690,376,4,42959.909999999996,1,1,1,111,Спящие
YM000691,24,7,103134.32999999999,3,3,2,332,Лояльные
YM000692,83,3,82003.39,2,1,2,212,Нуждаются во внимании
YM000693,295,5,21955.59,1,2,1,121,В зоне риска
YM000694,32,7,241908.61,3,3,4,334,Чемпионы
YM000695,134,6,196272.21999999997,1,2,4,124,В зоне риска
YM000696,47,7,114038.52,2,3,2,232,Перспективные
YM000697,4,12,268352.92,4,4,4,444,Чемпионы
YM000698,40,6,208211.18,2,2,4,224,Перспективные
YM000699,177,4,25718.350000000002,1,1,1,111,Спящие
YM000700,4,10,160198.74,4,4,3,443,Чемпионы
YM000701,121,8,459656.76,1,4,4,144,Уходящие VIP
YM000702,23,8,70102.62,3,4,2,342,Лояльные
YM000703,302,2,35731.38,1,1,1,111,Спящие
YM000704,104,6,59564.670000000006,1,2,1,121,В зоне риска
YM000705,2,8,94440.66,4,4,2,442,Лояльные
YM000706,9,6,249948.44,4,2,4,424,Лояльные
YM000707,61,2,122244.0,2,1,3,213,Нуждаются во внимании
YM000708,192,6,222612.69,1,2,4,124,В зоне риска
YM000709,38,10,103749.53,2,4,2,242,Перспективные
YM000710,137,4,159017.84,1,1,3,113,Спящие
YM000711,20,6,192439.86,3,2,4,324,Лояльные
YM000712,27,8,224247.41,3,4,4,344,Чемпионы
YM000713,7,3,186924.28,4,1,3,413,Новички
YM000714,116,6,80529.88,1,2,2,122,В зоне риска
YM000715,102,5,99780.41,1,2,2,122,В зоне риска
YM000716,396,2,17898.55,1,1,1,111,Спящие
YM000717,211,3,6917.76,1,1,1,111,Спящие
YM000718,417,1,6739.23,1,1,1,111,Спящие
YM000719,30,5,242892.03999999998,3,2,4,324,Лояльные
YM000720,15,8,80393.31,3,4,2,342,Лояльные
YM000721,95,6,260776.45,1,2,4,124,В зоне риска
YM000722,59,6,179810.99999999997,2,2,3,223,Перспективные
YM000723,135,5,93049.25,1,2,2,122,В зоне риска
YM000724,81,6,174351.91,2,2,3,223,Перспективные
YM000725,199,7,252967.75,1,3,4,134,Уходящие VIP
YM000726,24,9,396339.89,3,4,4,344,Чемпионы
YM000727,6,10,376705.97,4,4,4,444,Чемпионы
YM000728,14,7,201567.9,4,3,4,434,Чемпионы
YM000729,233,6,67711.47,1,2,2,122,В зоне риска
YM000730,48,3,111037.32999999999,2,1,2,212,Нуждаются во внимании
YM000731,47,7,83916.05,2,3,2,232,Перспективные
YM000732,72,5,93527.76000000001,2,2,2,222,Перспективные
YM000733,62,4,141478.28999999998,2,1,3,213,Нуждаются во внимании
YM000734,134,5,70969.88,1,2,2,122,В зоне риска
YM000735,167,7,225707.87,1,3,4,134,Уходящие VIP
YM000736,1,10,229916.29,4,4,4,444,Чемпионы
YM000737,42,7,117531.65999999999,2,3,3,233,Перспективные
YM000738,93,5,220990.32,1,2,4,124,В зоне риска
YM000739,88,4,99954.14,2,1,2,212,Нуждаются во внимании
YM000740,45,6,88516.34000000001,2,2,2,222,Перспективные
YM000741,41,5,139863.34,2,2,3,223,Перспективные
YM000742,5,9,135116.58,4,4,3,443,Чемпионы
YM000743,380,3,21021.33,1,1,1,111,Спящие
YM000744,32,12,390109.28,3,4,4,344,Чемпионы
YM000745,64,3,55574.39,2,1,1,211,Нуждаются во внимании
YM000746,56,7,136324.51,2,3,3,233,Перспективные
YM000747,279,8,256461.5,1,4,4,144,Уходящие VIP
YM000748,19,9,247989.08000000002,3,4,4,344,Чемпионы
YM000749,52,4,58989.01,2,1,1,211,Нуждаются во внимании
YM000750,365,2,5503.18,1,1,1,111,Спящие
YM000751,160,3,33833.43,1,1,1,111,Спящие
YM000752,1,4,10259.56,4,1,1,411,Новички
YM000753,1,9,186134.76,4,4,3,443,Чемпионы
YM000754,26,11,173115.44999999998,3,4,3,343,Чемпионы
YM000755,13,3,82990.51,4,1,2,412,Новички
YM000756,6,5,94302.32,4,2,2,422,Лояльные
YM000757,466,2,38839.52,1,1,1,111,Спящие
YM000758,90,5,174887.98,2,2,3,223,Перспективные
YM000759,6,9,271675.73000000004,4,4,4,444,Чемпионы
YM000760,10,6,120102.8,4,2,3,423,Лояльные
YM000761,9,3,22607.440000000002,4,1,1,411,Новички
YM000762,13,5,47868.53,4,2,1,421,Лояльные
YM000763,126,5,45063.43,1,2,1,121,В зоне риска
YM000764,112,3,49857.91,1,1,1,111,Спящие
YM000765,8,3,97963.27,4,1,2,412,Новички
YM000766,22,5,114161.41,3,2,2,322,Лояльные
YM000767,101,3,56473.94,1,1,1,111,Спящие
YM000768,223,7,198934.66,1,3,4,134,Уходящие VIP
YM000769,118,7,167949.91,1,3,3,133,Уходящие VIP
YM000770,1,10,158983.71,4,4,3,443,Чемпионы
YM000771,76,3,84125.90000000001,2,1,2,212,Нуждаются во внимании
YM000772,374,2,23139.16,1,1,1,111,Спящие
YM000773,9,6,87583.2,4,2,2,422,Лояльные
YM000774,37,4,37573.86,3,1,1,311,Новички
YM000775,95,8,220537.57,1,4,4,144,Уходящие VIP
YM000776,179,5,143952.14,1,2,3,123,В зоне риска
YM000777,53,11,497990.23000000004,2,4,4,244,Перспективные
YM000778,305,3,154995.91999999998,1,1,3,113,Спящие
YM000779,5,3,55602.549999999996,4,1,1,411,Новички
YM000780,9,5,129843.19,4,2,3,423,Лояльные
YM000781,78,2,19714.39,2,1,1,211,Нуждаются во внимании
YM000782,3,4,130475.0,4,1,3,413,Новички
YM000783,65,7,187107.15000000002,2,3,3,233,Перспективные
YM000784,19,3,78670.48000000001,3,1,2,312,Новички
YM000785,22,7,392775.62,3,3,4,334,Чемпионы
YM000786,45,5,106599.02,2,2,2,222,Перспективные
YM000787,198,4,44447.759999999995,1,1,1,111,Спящие
YM000788,10,5,234977.8,4,2,4,424,Лояльные
YM000789,19,8,198141.64,3,4,4,344,Чемпионы
YM000790,12,9,309815.41,4,4,4,444,Чемпионы
YM000791,2,7,74565.75,4,3,2,432,Лояльные
YM000792,23,8,81425.45,3,4,2,342,Лояльные
YM000793,48,8,95602.59999999999,2,4,2,242,Перспективные
YM000794,19,7,101866.58,3,3,2,332,Лояльные
YM000795,88,5,210163.35,2,2,4,224,Перспективные
YM000796,2,8,86900.56,4,4,2,442,Лояльные
YM000797,115,8,98398.23000000001,1,4,2,142,Уходящие VIP
YM000798,73,7,51859.89,2,3,1,231,Перспективные
YM000799,66,7,286670.79,2,3,4,234,Перспективные
YM000800,12,9,204362.57,4,4,4,444,Чемпионы
YM000801,12,8,62176.45,4,4,1,441,Лояльные
YM000802,33,6,308426.17,3,2,4,324,Лояльные
YM000803,2,4,54193.64,4,1,1,411,Новички
YM000804,125,6,161827.28,1,2,3,123,В зоне риска
YM000805,17,6,92367.92,3,2,2,322,Лояльные
YM000806,17,7,201755.27,3,3,4,334,Чемпионы
YM000807,25,5,118659.31,3,2,3,323,Лояльные
YM000808,648,3,279882.56,1,1,4,114,Спящие
YM000809,24,2,18266.82,3,1,1,311,Новички
YM000810,39,6,94249.95,2,2,2,222,Перспективные
YM000811,59,8,86056.12,2,4,2,242,Перспективные
YM000812,184,7,74534.97,1,3,2,132,Уходящие VIP
YM000813,162,5,83471.53,1,2,2,122,В зоне риска
YM000814,126,9,255896.89,1,4,4,144,Уходящие VIP
YM000815,490,5,109062.54999999999,1,2,2,122,В зоне риска
YM000816,7,2,328184.22,4,1,4,414,Новички
YM000817,22,3,31824.920000000002,3,1,1,311,Новички
YM000818,1,2,88429.59,4,1,2,412,Новички
YM000819,5,9,114089.33,4,4,2,442,Лояльные
YM000820,19,5,31586.95,3,2,1,321,Лояльные
YM000821,38,3,97827.18000000001,2,1,2,212,Нуждаются во внимании
YM000822,388,5,20500.6,1,2,1,121,В зоне риска
YM000823,37,5,60282.42,3,2,1,321,Лояльные
YM000824,76,4,18409.68,2,1,1,211,Нуждаются во внимании
YM000825,15,6,137855.22999999998,3,2,3,323,Лояльные
YM000826,19,5,64299.72,3,2,1,321,Лояльные
YM000827,19,5,135774.75,3,2,3,323,Лояльные
YM000828,7,5,135252.59999999998,4,2,3,423,Лояльные
YM000829,223,6,153480.58000000002,1,2,3,123,В зоне риска
YM000830,33,7,214569.34999999998,3,3,4,334,Чемпионы
YM000831,149,4,26113.61,1,1,1,111,Спящие
YM000832,401,7,267800.22,1,3,4,134,Уходящие VIP
YM000833,10,4,24386.800000000003,4,1,1,411,Новички
YM000834,22,4,47493.03,3,1,1,311,Новички
YM000835,40,2,103990.49,2,1,2,212,Нуждаются во внимании
YM000836,39,3,83644.86,2,1,2,212,Нуждаются во внимании
YM000837,311,6,210421.58,1,2,4,124,В зоне риска
YM000838,55,6,65843.45999999999,2,2,1,221,Перспективные
YM000839,11,7,201402.95,4,3,4,434,Чемпионы
YM000840,221,3,62393.600000000006,1,1,1,111,Спящие
YM000841,105,5,107402.36,1,2,2,122,В зоне риска
YM000842,55,7,122344.79000000001,2,3,3,233,Перспективные
YM000843,32,4,194237.88,3,1,4,314,Новички
YM000844,157,2,100638.56999999999,1,1,2,112,Спящие
YM000845,145,8,150687.63,1,4,3,143,Уходящие VIP
YM000846,1,6,204559.0,4,2,4,424,Лояльные
YM000847,109,6,174715.15,1,2,3,123,В зоне риска
YM000848,17,7,144632.09,3,3,3,333,Чемпионы
YM000849,48,6,126327.62,2,2,3,223,Перспективные
YM000850,71,2,102497.43,2,1,2,212,Нуждаются во внимании
YM000851,55,4,91672.78,2,1,2,212,Нуждаются во внимании
YM000852,227,2,21950.7,1,1,1,111,Спящие
YM000853,19,11,418985.36,3,4,4,344,Чемпионы
YM000854,14,7,350910.82,4,3,4,434,Чемпионы
YM000855,117,5,53657.810000000005,1,2,1,121,В зоне риска
YM000856,20,5,72352.03,3,2,2,322,Лояльные
YM000857,215,6,104411.40000000001,1,2,2,122,В зоне риска
YM000858,9,5,19100.27,4,2,1,421,Лояльные
YM000859,13,5,113936.73,4,2,2,422,Лояльные
YM000860,138,7,272107.47,1,3,4,134,Уходящие VIP
YM000861,7,6,60654.47,4,2,1,421,Лояльные
YM000862,16,11,258981.81,3,4,4,344,Чемпионы
YM000863,14,4,50233.18,4,1,1,411,Новички
YM000864,188,3,5456.78,1,1,1,111,Спящие
YM000865,5,10,201091.59,4,4,4,444,Чемпионы
YM000866,45,7,154832.31,2,3,3,233,Перспективные
YM000867,225,4,192638.59,1,1,4,114,Спящие
YM000868,273,5,107365.99,1,2,2,122,В зоне риска
YM000869,116,7,74778.69,1,3,2,132,Уходящие VIP
YM000870,47,7,109493.19,2,3,2,232,Перспективные
YM000871,203,2,22670.36,1,1,1,111,Спящие
YM000872,107,5,111564.19,1,2,2,122,В зоне риска
YM000873,71,5,59743.37,2,2,1,221,Перспективные
YM000874,34,6,278648.43,3,2,4,324,Лояльные
YM000875,31,9,162928.88,3,4,3,343,Чемпионы
YM000876,40,3,51648.509999999995,2,1,1,211,Нуждаются во внимании
YM000877,125,4,41005.0,1,1,1,111,Спящие
YM000878,150,6,590558.39,1,2,4,124,В зоне риска
YM000879,17,12,645772.55,3,4,4,344,Чемпионы
YM000880,92,8,381936.21,2,4,4,244,Перспективные
YM000881,173,3,15893.75,1,1,1,111,Спящие
YM000882,210,7,63039.020000000004,1,3,1,131,Уходящие VIP
YM000883,4,8,216487.27,4,4,4,444,Чемпионы
YM000884,137,5,104000.48,1,2,2,122,В зоне риска
YM000885,74,3,31220.04,2,1,1,211,Нуждаются во внимании
YM000886,1,3,35467.36,4,1,1,411,Новички
YM000887,111,4,50655.979999999996,1,1,1,111,Спящие
YM000888,28,11,148324.01,3,4,3,343,Чемпионы
YM000889,2,9,186466.57,4,4,3,443,Чемпионы
YM000890,130,6,51204.51,1,2,1,121,В зоне риска
YM000891,9,4,46768.369999999995,4,1,1,411,Новички
YM000892,162,4,283167.27,1,1,4,114,Спящие
YM000893,22,5,64634.490000000005,3,2,1,321,Лояльные
YM000894,44,8,52757.67,2,4,1,241,Перспективные
YM000895,159,4,101516.48999999999,1,1,2,112,Спящие
YM000896,14,6,134697.51,4,2,3,423,Лояльные
YM000897,93,9,235785.63999999998,1,4,4,144,Уходящие VIP
YM000898,214,6,120827.97,1,2,3,123,В зоне риска
YM000899,7,5,201775.56,4,2,4,424,Лояльные
YM000900,1,8,75185.43000000001,4,4,2,442,Лояльные
YM000901,78,7,254513.62,2,3,4,234,Перспективные
YM000902,224,9,96876.73000000001,1,4,2,142,Уходящие VIP
YM000903,8,5,103214.55,4,2,2,422,Лояльные
YM000904,83,3,53050.14,2,1,1,211,Нуждаются во внимании
YM000905,31,8,119531.37,3,4,3,343,Чемпионы
YM000906,141,6,228954.86,1,2,4,124,В зоне риска
YM000907,136,4,121028.28,1,1,3,113,Спящие
YM000908,54,7,189333.68,2,3,3,233,Перспективные
YM000909,74,5,71402.66,2,2,2,222,Перспективные
YM000910,54,8,216698.18,2,4,4,244,Перспективные
YM000911,24,8,248637.84,3,4,4,344,Чемпионы
YM000912,48,6,81154.67,2,2,2,222,Перспективные
YM000913,83,8,136606.3,2,4,3,243,Перспективные
YM000914,52,8,148621.13999999998,2,4,3,243,Перспективные
YM000915,31,4,29978.44,3,1,1,311,Новички
YM000916,58,6,45271.72,2,2,1,221,Перспективные
YM000917,15,10,328546.42000000004,3,4,4,344,Чемпионы
YM000918,1,8,237783.02,4,4,4,444,Чемпионы
YM000919,1,6,261134.01,4,3,4,434,Чемпионы
YM000920,105,4,72677.58,1,1,2,112,Спящие
YM000921,17,9,125463.99999999999,3,4,3,343,Чемпионы
YM000922,4,11,180100.73,4,4,3,443,Чемпионы
YM000923,7,5,77778.89,4,2,2,422,Лояльные
YM000924,80,7,84834.99,2,3,2,232,Перспективные
YM000925,50,9,392330.56,2,4,4,244,Перспективные
YM000926,42,4,67587.16,2,1,2,212,Нуждаются во внимании
YM000927,69,5,147219.27000000002,2,2,3,223,Перспективные
YM000928,6,7,134947.46,4,3,3,433,Чемпионы
YM000929,8,8,87324.03,4,4,2,442,Лояльные
YM000930,25,5,119616.81,3,2,3,323,Лояльные
YM000931,84,7,145015.81,2,3,3,233,Перспективные
YM000932,19,4,44586.93,3,1,1,311,Новички
YM000933,3,6,109325.73,4,3,2,432,Лояльные
YM000934,34,4,79706.57,3,1,2,312,Новички
YM000935,24,5,85907.86,3,2,2,322,Лояльные
YM000936,8,4,18840.7,4,1,1,411,Новички
YM000937,217,6,231006.84,1,3,4,134,Уходящие VIP
YM000938,56,6,93925.09999999999,2,3,2,232,Перспективные
YM000939,1,7,157492.19,4,3,3,433,Чемпионы
YM000940,152,9,244816.97,1,4,4,144,Уходящие VIP
YM000941,2,9,217874.32,4,4,4,444,Чемпионы
YM000942,20,8,213754.43,3,4,4,344,Чемпионы
YM000943,14,7,147671.85,4,3,3,433,Чемпионы
YM000944,99,10,279079.77,1,4,4,144,Уходящие VIP
YM000945,29,12,243984.46,3,4,4,344,Чемпионы
YM000946,147,5,95841.89,1,2,2,122,В зоне риска
YM000947,40,5,150811.41999999998,2,2,3,223,Перспективные
YM000948,90,4,44300.07,2,1,1,211,Нуждаются во внимании
YM000949,179,5,45954.07,1,2,1,121,В зоне риска
YM000950,127,5,306423.64,1,2,4,124,В зоне риска
YM000951,27,6,141723.56,3,3,3,333,Чемпионы
YM000952,5,5,165549.64,4,2,3,423,Лояльные
YM000953,216,4,105303.98999999999,1,1,2,112,Спящие
YM000954,19,7,535309.02,3,3,4,334,Чемпионы
YM000955,2,8,424471.31,4,4,4,444,Чемпионы
YM000956,7,7,169914.2,4,3,3,433,Чемпионы
YM000957,28,9,326229.3,3,4,4,344,Чемпионы
YM000958,9,7,163406.31,4,3,3,433,Чемпионы
YM000959,517,3,50191.060000000005,1,1,1,111,Спящие
YM000960,158,1,33300.09,1,1,1,111,Спящие
YM000961,24,7,61740.6,3,3,1,331,Лояльные
