order_id,customer_id,order_date,category,price,quantity,discount_pct,total_amount,status,delivery_type,payment_method,city,yandex_plus,rating
YMO0001742,YM002151,2024-10-18,Детские товары,4631.19,3,15,11809.53,Доставлен,Экспресс-доставка,СБП,Новосибирск,True,5.0
YMO0001743,YM000033,2024-06-26,Красота и гигиена,1406.73,1,30,984.71,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,
YMO0001744,YM002181,2024-12-17,Бытовая техника,58769.01,2,10,105784.21,Доставлен,Экспресс-доставка,СБП,Уфа,False,
YMO0001745,YM001110,2024-07-05,Авто и мото,10389.85,3,0,31169.56,Доставлен,Курьер Яндекс,Картой онлайн,Нижний Новгород,False,
YMO0001746,YM001179,2023-12-25,Дом и дача,10614.21,2,0,21228.41,Отменён,Пункт выдачи,Картой онлайн,Екатеринбург,False,
YMO0001747,YM001422,2024-09-11,Продукты и напитки,1023.33,2,0,2046.67,Доставлен,Экспресс-доставка,При получении,Новосибирск,False,
YMO0001748,YM000273,2024-09-29,Авто и мото,22414.43,1,5,21293.71,Доставлен,Пункт выдачи,Картой онлайн,Самара,True,5.0
YMO0001749,YM001828,2024-01-20,Дом и дача,6616.05,2,15,11247.28,Доставлен,Пункт выдачи,Картой онлайн,Нижний Новгород,True,
YMO0001750,YM000328,2023-10-25,Продукты и напитки,1083.97,1,15,921.37,Доставлен,Экспресс-доставка,Яндекс Пэй,Москва,False,4.0
YMO0001751,YM000925,2024-06-15,Детские товары,5300.02,3,0,15900.07,Доставлен,Экспресс-доставка,Яндекс Пэй,Санкт-Петербург,False,4.0
YMO0001752,YM002252,2023-09-11,Детские товары,3661.61,3,10,9886.35,Доставлен,Экспресс-доставка,Яндекс Пэй,Санкт-Петербург,True,5.0
YMO0001753,YM000253,2024-06-02,Одежда и обувь,4896.64,1,15,4162.14,Доставлен,Почта России,Яндекс Пэй,Другие,True,
YMO0001754,YM001053,2024-12-24,Продукты и напитки,2044.06,1,20,1635.25,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,True,4.0
YMO0001755,YM000899,2024-09-14,Одежда и обувь,3170.41,2,10,5706.73,Отменён,Пункт выдачи,В кредит,Санкт-Петербург,True,
YMO0001756,YM000927,2023-12-09,Красота и гигиена,1243.43,3,20,2984.22,Доставлен,Курьер Яндекс,Картой онлайн,Другие,True,3.0
YMO0001757,YM002334,2024-12-03,Продукты и напитки,1328.65,2,10,2391.57,Доставлен,Пункт выдачи,В кредит,Екатеринбург,False,
YMO0001758,YM000041,2023-12-08,Спорт и туризм,9107.0,1,20,7285.6,Доставлен,Почта России,В кредит,Новосибирск,False,5.0
YMO0001759,YM001772,2023-08-22,Электроника и гаджеты,40051.02,1,0,40051.02,Доставлен,Пункт выдачи,При получении,Санкт-Петербург,True,5.0
YMO0001760,YM002482,2024-05-27,Красота и гигиена,1945.06,1,10,1750.55,Доставлен,Курьер Яндекс,СБП,Красноярск,True,4.0
YMO0001761,YM002006,2024-04-03,Детские товары,3728.53,1,15,3169.25,Доставлен,Экспресс-доставка,Яндекс Пэй,Москва,False,
YMO0001762,YM001033,2024-01-10,Бытовая техника,12516.72,2,0,25033.44,Доставлен,Почта России,Картой онлайн,Санкт-Петербург,True,3.0
YMO0001763,YM001642,2023-03-16,Дом и дача,2234.74,3,15,5698.58,Доставлен,Курьер Яндекс,Картой онлайн,Нижний Новгород,True,2.0
YMO0001764,YM000811,2024-03-24,Спорт и туризм,5173.25,1,20,4138.6,Доставлен,Почта России,СБП,Пермь,True,3.0
YMO0001765,YM001050,2024-06-18,Продукты и напитки,1765.25,1,10,1588.73,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,3.0
YMO0001766,YM000721,2024-09-28,Красота и гигиена,2633.52,3,10,7110.49,Доставлен,Пункт выдачи,Яндекс Пэй,Другие,False,
YMO0001767,YM001213,2024-02-11,Детские товары,2800.33,1,0,2800.33,Доставлен,Курьер Яндекс,Картой онлайн,Москва,False,
YMO0001768,YM001249,2024-08-27,Спорт и туризм,6518.79,1,5,6192.85,Доставлен,Курьер Яндекс,СБП,Ростов-на-Дону,False,
YMO0001769,YM002475,2024-05-29,Электроника и гаджеты,38835.09,1,0,38835.09,Доставлен,Почта России,Картой онлайн,Ростов-на-Дону,False,5.0
YMO0001770,YM001075,2024-01-17,Детские товары,4116.41,1,0,4116.41,Доставлен,Курьер Яндекс,Яндекс Пэй,Новосибирск,False,
YMO0001771,YM002313,2024-12-31,Одежда и обувь,4408.52,1,0,4408.52,Доставлен,Экспресс-доставка,Картой онлайн,Краснодар,False,
YMO0001772,YM000708,2023-04-13,Детские товары,4388.18,1,10,3949.36,Доставлен,Курьер Яндекс,СБП,Другие,True,4.0
YMO0001773,YM001680,2024-03-09,Спорт и туризм,5968.7,1,10,5371.83,Доставлен,Пункт выдачи,Картой онлайн,Краснодар,False,4.0
YMO0001774,YM000715,2024-04-24,Красота и гигиена,5040.4,1,15,4284.34,Доставлен,Пункт выдачи,Яндекс Пэй,Санкт-Петербург,False,
YMO0001775,YM000909,2024-05-25,Красота и гигиена,1889.99,1,0,1889.99,Доставлен,Пункт выдачи,Яндекс Пэй,Казань,False,4.0
YMO0001776,YM001915,2024-08-31,Одежда и обувь,17508.39,1,10,15757.55,Доставлен,Курьер Яндекс,Картой онлайн,Москва,True,
YMO0001777,YM000450,2024-03-19,Красота и гигиена,3218.24,1,0,3218.24,Доставлен,Экспресс-доставка,Картой онлайн,Новосибирск,False,5.0
YMO0001778,YM002225,2024-12-30,Авто и мото,13034.9,1,0,13034.9,Возврат,Экспресс-доставка,Яндекс Пэй,Воронеж,False,
YMO0001779,YM001529,2024-10-29,Электроника и гаджеты,72940.33,3,0,218821.0,Отменён,Почта России,Картой онлайн,Уфа,False,
YMO0001780,YM002253,2024-12-26,Дом и дача,16911.59,1,25,12683.69,Доставлен,Пункт выдачи,Картой онлайн,Самара,True,5.0
YMO0001781,YM000883,2024-07-19,Красота и гигиена,789.18,1,0,789.18,Доставлен,Экспресс-доставка,Картой онлайн,Москва,False,
YMO0001782,YM001938,2024-05-25,Одежда и обувь,6868.03,1,0,6868.03,Доставлен,Экспресс-доставка,Картой онлайн,Ростов-на-Дону,False,
YMO0001783,YM000976,2024-04-10,Бытовая техника,35937.55,2,0,71875.1,Доставлен,Пункт выдачи,Картой онлайн,Ростов-на-Дону,False,4.0
YMO0001784,YM002441,2024-12-08,Одежда и обувь,3082.13,1,0,3082.13,Доставлен,Пункт выдачи,Картой онлайн,Другие,False,
YMO0001785,YM001230,2024-02-06,Авто и мото,21730.97,1,5,20644.43,Доставлен,Пункт выдачи,Картой онлайн,Челябинск,False,
YMO0001786,YM002062,2024-09-29,Дом и дача,7778.91,1,10,7001.02,Доставлен,Почта России,Яндекс Пэй,Пермь,True,
YMO0001787,YM002432,2024-03-29,Одежда и обувь,3433.14,5,15,14590.84,Доставлен,Почта России,Картой онлайн,Казань,False,1.0
YMO0001788,YM000697,2024-12-27,Электроника и гаджеты,32405.85,1,5,30785.56,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,
YMO0001789,YM002118,2023-07-03,Электроника и гаджеты,60271.06,1,5,57257.51,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,4.0
YMO0001790,YM001141,2024-04-18,Электроника и гаджеты,22868.31,1,0,22868.31,Доставлен,Экспресс-доставка,Картой онлайн,Самара,True,
YMO0001791,YM001171,2024-10-01,Красота и гигиена,2050.58,4,0,8202.31,Доставлен,Пункт выдачи,Картой онлайн,Другие,False,4.0
YMO0001792,YM000865,2024-01-08,Продукты и напитки,1393.91,2,10,2509.05,Доставлен,Экспресс-доставка,Картой онлайн,Ростов-на-Дону,False,
YMO0001793,YM001212,2024-12-31,Одежда и обувь,2328.1,1,0,2328.1,Доставлен,Курьер Яндекс,Картой онлайн,Москва,True,
YMO0001794,YM001954,2024-09-10,Спорт и туризм,7468.37,3,5,21284.85,Доставлен,Пункт выдачи,СБП,Москва,False,
YMO0001795,YM001014,2024-04-08,Одежда и обувь,6906.73,1,15,5870.72,Доставлен,Курьер Яндекс,В кредит,Москва,True,5.0
YMO0001796,YM001075,2024-09-23,Одежда и обувь,5194.03,1,0,5194.03,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,False,
YMO0001797,YM000171,2024-09-01,Электроника и гаджеты,36156.07,2,10,65080.93,Доставлен,Курьер Яндекс,При получении,Санкт-Петербург,False,5.0
YMO0001798,YM001092,2024-12-31,Бытовая техника,70731.33,5,15,300608.13,Доставлен,Курьер Яндекс,Картой онлайн,Другие,True,4.0
YMO0001799,YM000614,2023-11-29,Детские товары,5047.66,1,25,3785.75,Доставлен,Экспресс-доставка,СБП,Нижний Новгород,True,
YMO0001800,YM002170,2024-12-01,Дом и дача,5753.08,3,10,15533.31,Доставлен,Курьер Яндекс,Яндекс Пэй,Красноярск,False,
YMO0001801,YM000072,2023-06-23,Электроника и гаджеты,62412.19,1,0,62412.19,Доставлен,Пункт выдачи,При получении,Другие,False,
YMO0001802,YM001087,2024-11-22,Дом и дача,5473.43,1,0,5473.43,Доставлен,Экспресс-доставка,Картой онлайн,Краснодар,True,
YMO0001803,YM000736,2024-12-31,Одежда и обувь,1977.15,1,5,1878.29,Доставлен,Пункт выдачи,СБП,Краснодар,True,5.0
YMO0001804,YM001177,2024-12-31,Дом и дача,3230.85,1,25,2423.14,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,
YMO0001805,YM002254,2024-06-16,Одежда и обувь,2550.23,1,0,2550.23,Доставлен,Пункт выдачи,Яндекс Пэй,Казань,False,
YMO0001806,YM001001,2023-06-30,Дом и дача,5929.01,2,5,11265.13,Доставлен,Почта России,Яндекс Пэй,Москва,False,
YMO0001807,YM001278,2024-09-19,Красота и гигиена,7989.65,1,15,6791.2,Доставлен,Курьер Яндекс,СБП,Москва,True,5.0
YMO0001808,YM001517,2023-10-17,Электроника и гаджеты,75659.41,1,25,56744.56,Доставлен,Экспресс-доставка,Картой онлайн,Самара,True,5.0
YMO0001809,YM000677,2023-08-17,Бытовая техника,35603.75,2,0,71207.49,Доставлен,Пункт выдачи,Яндекс Пэй,Санкт-Петербург,False,
YMO0001810,YM000542,2024-11-09,Электроника и гаджеты,27744.34,1,5,26357.12,Доставлен,Пункт выдачи,Яндекс Пэй,Санкт-Петербург,True,
YMO0001811,YM001286,2024-03-12,Дом и дача,7883.95,3,0,23651.85,Доставлен,Почта России,Картой онлайн,Санкт-Петербург,False,5.0
YMO0001812,YM001679,2024-08-20,Спорт и туризм,20289.44,1,5,19274.96,Доставлен,Курьер Яндекс,Картой онлайн,Ростов-на-Дону,False,5.0
YMO0001813,YM001479,2024-05-17,Авто и мото,6644.29,1,0,6644.29,Доставлен,Экспресс-доставка,Картой онлайн,Москва,False,4.0
YMO0001814,YM001549,2024-12-31,Электроника и гаджеты,28733.17,1,10,25859.85,Возврат,Курьер Яндекс,Картой онлайн,Другие,False,
YMO0001815,YM001359,2023-10-27,Красота и гигиена,2753.35,1,30,1927.34,Доставлен,Пункт выдачи,Картой онлайн,Москва,False,
YMO0001816,YM000537,2024-08-05,Электроника и гаджеты,27653.11,2,0,55306.22,Доставлен,Курьер Яндекс,При получении,Другие,True,
YMO0001817,YM000451,2023-08-29,Одежда и обувь,5632.12,1,25,4224.09,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,False,
YMO0001818,YM002314,2024-04-09,Бытовая техника,19259.69,3,0,57779.07,Возврат,Курьер Яндекс,Картой онлайн,Краснодар,False,
YMO0001819,YM001957,2024-05-13,Электроника и гаджеты,68610.4,2,10,123498.71,Доставлен,Курьер Яндекс,Яндекс Пэй,Пермь,True,3.0
YMO0001820,YM002317,2023-11-19,Электроника и гаджеты,48757.81,1,0,48757.81,Доставлен,Курьер Яндекс,При получении,Нижний Новгород,False,
YMO0001821,YM000326,2023-11-16,Красота и гигиена,1855.05,1,0,1855.05,Доставлен,Экспресс-доставка,Картой онлайн,Другие,False,3.0
YMO0001822,YM000509,2024-08-20,Дом и дача,20719.94,1,0,20719.94,Доставлен,Курьер Яндекс,СБП,Другие,False,
YMO0001823,YM001533,2024-12-31,Книги и канцелярия,1055.43,1,25,791.58,Доставлен,Пункт выдачи,При получении,Другие,False,
YMO0001824,YM000048,2024-11-17,Электроника и гаджеты,22373.14,1,20,17898.51,Доставлен,Пункт выдачи,Картой онлайн,Другие,True,
YMO0001825,YM001621,2024-01-25,Спорт и туризм,17245.35,3,0,51736.05,Доставлен,Курьер Яндекс,СБП,Нижний Новгород,False,
YMO0001826,YM000541,2024-02-18,Авто и мото,24338.59,3,5,69364.99,Доставлен,Курьер Яндекс,Яндекс Пэй,Другие,False,
YMO0001827,YM000711,2024-02-11,Бытовая техника,13608.17,2,0,27216.35,Отменён,Курьер Яндекс,Картой онлайн,Челябинск,False,
YMO0001828,YM002183,2024-12-22,Электроника и гаджеты,70318.42,1,0,70318.42,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,True,4.0
YMO0001829,YM001777,2023-12-29,Спорт и туризм,3548.79,1,15,3016.47,Доставлен,Пункт выдачи,Картой онлайн,Ростов-на-Дону,True,4.0
YMO0001830,YM000746,2024-01-10,Одежда и обувь,3021.69,1,30,2115.18,Доставлен,Пункт выдачи,При получении,Другие,False,
YMO0001831,YM000828,2023-08-13,Авто и мото,7825.14,3,15,19954.1,Доставлен,Экспресс-доставка,Картой онлайн,Самара,False,
YMO0001832,YM001219,2023-06-12,Бытовая техника,15409.84,1,5,14639.35,Доставлен,Курьер Яндекс,Яндекс Пэй,Краснодар,False,
YMO0001833,YM001716,2024-09-25,Дом и дача,24584.33,1,0,24584.33,Доставлен,Пункт выдачи,СБП,Москва,False,
YMO0001834,YM001633,2024-02-20,Одежда и обувь,3970.19,2,10,7146.34,Доставлен,Курьер Яндекс,СБП,Санкт-Петербург,True,
YMO0001835,YM000880,2023-09-04,Бытовая техника,16142.43,4,0,64569.71,Возврат,Пункт выдачи,Картой онлайн,Красноярск,False,
YMO0001836,YM002441,2024-06-02,Одежда и обувь,5269.08,3,5,15016.88,Доставлен,Курьер Яндекс,СБП,Другие,False,
YMO0001837,YM001147,2024-09-16,Одежда и обувь,12626.85,2,20,20202.96,Доставлен,Экспресс-доставка,Картой онлайн,Ростов-на-Дону,False,3.0
YMO0001838,YM001814,2023-04-21,Спорт и туризм,5569.52,1,10,5012.57,Доставлен,Курьер Яндекс,Яндекс Пэй,Санкт-Петербург,True,
YMO0001839,YM001529,2024-05-28,Электроника и гаджеты,39522.7,1,0,39522.7,Отменён,Курьер Яндекс,При получении,Уфа,False,
YMO0001840,YM002334,2023-06-27,Красота и гигиена,2947.54,1,0,2947.54,Доставлен,Курьер Яндекс,Картой онлайн,Екатеринбург,False,5.0
YMO0001841,YM001360,2024-12-24,Дом и дача,6594.54,2,15,11210.72,Доставлен,Курьер Яндекс,СБП,Другие,True,
YMO0001842,YM000530,2024-11-02,Детские товары,1942.71,2,5,3691.15,Доставлен,Пункт выдачи,Картой онлайн,Другие,True,
YMO0001843,YM001743,2024-08-16,Дом и дача,14561.37,1,20,11649.09,Возврат,Пункт выдачи,Яндекс Пэй,Москва,False,
YMO0001844,YM001556,2024-12-02,Детские товары,7641.24,1,0,7641.24,Доставлен,Экспресс-доставка,Яндекс Пэй,Другие,False,
YMO0001845,YM001489,2024-06-15,Дом и дача,7248.7,2,0,14497.4,Возврат,Курьер Яндекс,Картой онлайн,Москва,False,
YMO0001846,YM002275,2024-01-01,Продукты и напитки,1013.16,1,10,911.84,Доставлен,Почта России,СБП,Краснодар,False,
YMO0001847,YM002130,2024-07-25,Бытовая техника,21460.37,3,10,57943.01,Доставлен,Пункт выдачи,В кредит,Самара,False,
YMO0001848,YM000902,2023-03-11,Детские товары,7194.12,1,10,6474.71,Доставлен,Экспресс-доставка,При получении,Другие,False,5.0
YMO0001849,YM002014,2024-12-14,Красота и гигиена,1966.99,3,10,5310.89,Доставлен,Курьер Яндекс,Картой онлайн,Краснодар,False,
YMO0001850,YM001768,2024-02-17,Книги и канцелярия,593.54,1,30,415.48,Доставлен,Экспресс-доставка,Картой онлайн,Санкт-Петербург,True,
YMO0001851,YM000546,2023-08-24,Детские товары,5737.34,1,5,5450.48,Доставлен,Пункт выдачи,СБП,Новосибирск,True,
YMO0001852,YM000643,2024-12-16,Детские товары,2940.8,1,20,2352.64,Доставлен,Пункт выдачи,При получении,Москва,True,
YMO0001853,YM001585,2024-11-07,Одежда и обувь,7071.58,2,10,12728.85,Доставлен,Пункт выдачи,Яндекс Пэй,Санкт-Петербург,True,
YMO0001854,YM001873,2024-12-25,Одежда и обувь,2580.92,2,15,4387.57,Доставлен,Курьер Яндекс,Картой онлайн,Ростов-на-Дону,True,
YMO0001855,YM001299,2024-07-25,Дом и дача,28760.53,1,5,27322.5,Доставлен,Экспресс-доставка,В кредит,Москва,False,
YMO0001856,YM002500,2024-12-22,Красота и гигиена,2661.77,1,10,2395.6,Отменён,Курьер Яндекс,Картой онлайн,Новосибирск,True,
YMO0001857,YM002207,2024-10-15,Бытовая техника,23792.63,1,5,22603.0,Доставлен,Курьер Яндекс,Яндекс Пэй,Краснодар,False,
YMO0001858,YM002061,2024-08-25,Электроника и гаджеты,60684.14,1,5,57649.93,Доставлен,Пункт выдачи,Яндекс Пэй,Тюмень,False,
YMO0001859,YM000008,2023-07-11,Электроника и гаджеты,21231.1,2,10,38215.99,Возврат,Пункт выдачи,Картой онлайн,Ростов-на-Дону,True,
YMO0001860,YM000879,2023-09-18,Одежда и обувь,18909.42,1,10,17018.48,Доставлен,Пункт выдачи,СБП,Санкт-Петербург,True,5.0
YMO0001861,YM000170,2023-11-23,Электроника и гаджеты,41165.44,1,5,39107.17,Доставлен,Курьер Яндекс,Яндекс Пэй,Екатеринбург,False,
YMO0001862,YM001921,2024-02-25,Книги и канцелярия,3450.41,1,0,3450.41,Доставлен,Курьер Яндекс,СБП,Санкт-Петербург,False,5.0
YMO0001863,YM000455,2024-09-27,Дом и дача,21538.12,3,0,64614.36,Доставлен,Курьер Яндекс,Яндекс Пэй,Воронеж,False,3.0
YMO0001864,YM000881,2024-07-12,Красота и гигиена,1178.97,4,0,4715.87,Доставлен,Пункт выдачи,СБП,Воронеж,True,4.0
YMO0001865,YM001575,2023-11-05,Красота и гигиена,2442.01,1,5,2319.91,Доставлен,Курьер Яндекс,При получении,Москва,True,
YMO0001866,YM000551,2023-11-12,Электроника и гаджеты,20158.37,1,10,18142.53,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,False,2.0
YMO0001867,YM002472,2023-04-14,Детские товары,15000.0,2,0,30000.0,Доставлен,Курьер Яндекс,Картой онлайн,Казань,False,4.0
YMO0001868,YM000608,2024-08-23,Бытовая техника,11102.49,1,15,9437.12,Доставлен,Курьер Яндекс,При получении,Екатеринбург,False,4.0
YMO0001869,YM000620,2023-12-30,Бытовая техника,7819.88,3,10,21113.68,Доставлен,Почта России,СБП,Москва,True,
YMO0001870,YM000088,2024-10-26,Красота и гигиена,1836.63,1,15,1561.14,Доставлен,Почта России,Картой онлайн,Санкт-Петербург,False,
YMO0001871,YM001995,2023-05-04,Бытовая техника,31295.5,1,0,31295.5,Доставлен,Пункт выдачи,Картой онлайн,Воронеж,False,
YMO0001872,YM000591,2024-08-14,Электроника и гаджеты,25677.43,2,5,48787.12,Возврат,Курьер Яндекс,СБП,Москва,False,
YMO0001873,YM000954,2023-09-14,Электроника и гаджеты,45292.37,1,10,40763.13,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,False,5.0
YMO0001874,YM002037,2024-04-08,Продукты и напитки,1821.86,3,0,5465.57,Доставлен,Курьер Яндекс,При получении,Санкт-Петербург,False,3.0
YMO0001875,YM002200,2023-08-28,Одежда и обувь,4833.64,2,5,9183.91,Доставлен,Курьер Яндекс,Яндекс Пэй,Другие,True,4.0
YMO0001876,YM001000,2024-12-23,Одежда и обувь,4656.82,2,0,9313.64,Доставлен,Почта России,Картой онлайн,Санкт-Петербург,False,5.0
YMO0001877,YM002147,2024-11-26,Одежда и обувь,3826.35,1,0,3826.35,Доставлен,Курьер Яндекс,Картой онлайн,Нижний Новгород,False,
YMO0001878,YM000915,2023-09-03,Детские товары,1964.57,2,25,2946.85,Доставлен,Экспресс-доставка,Картой онлайн,Казань,True,
YMO0001879,YM002387,2024-12-09,Одежда и обувь,7179.9,1,0,7179.9,Доставлен,Курьер Яндекс,Яндекс Пэй,Краснодар,False,4.0
YMO0001880,YM001832,2024-12-08,Электроника и гаджеты,49884.14,1,15,42401.52,Возврат,Курьер Яндекс,Яндекс Пэй,Санкт-Петербург,True,
YMO0001881,YM000802,2024-11-05,Авто и мото,20816.01,2,5,39550.42,Возврат,Курьер Яндекс,Картой онлайн,Москва,False,
YMO0001882,YM002226,2024-03-19,Книги и канцелярия,913.79,1,10,822.41,Возврат,Курьер Яндекс,Картой онлайн,Тюмень,False,
YMO0001883,YM002165,2024-06-11,Электроника и гаджеты,22087.55,3,15,56323.25,Отменён,Курьер Яндекс,Картой онлайн,Ростов-на-Дону,True,
YMO0001884,YM001910,2024-08-10,Бытовая техника,69237.18,5,0,346185.88,Доставлен,Курьер Яндекс,Картой онлайн,Санкт-Петербург,False,
YMO0001885,YM000940,2023-09-30,Спорт и туризм,20586.37,5,10,92638.67,Доставлен,Курьер Яндекс,При получении,Нижний Новгород,True,
YMO0001886,YM001405,2024-08-24,Электроника и гаджеты,50885.59,4,5,193365.22,Возврат,Курьер Яндекс,При получении,Екатеринбург,False,
YMO0001887,YM000968,2024-12-19,Спорт и туризм,8320.08,1,0,8320.08,Доставлен,Почта России,Яндекс Пэй,Москва,False,
YMO0001888,YM001979,2024-10-27,Электроника и гаджеты,15682.13,3,20,37637.1,Доставлен,Курьер Яндекс,При получении,Екатеринбург,False,
YMO0001889,YM001142,2023-08-08,Электроника и гаджеты,10650.03,2,10,19170.05,Доставлен,Почта России,СБП,Москва,False,4.0
YMO0001890,YM000529,2023-11-29,Бытовая техника,58357.66,3,0,175072.99,Доставлен,Пункт выдачи,В кредит,Москва,False,
YMO0001891,YM000772,2023-09-03,Продукты и напитки,1472.25,1,20,1177.8,Доставлен,Пункт выдачи,СБП,Тюмень,False,
YMO0001892,YM002239,2023-09-09,Одежда и обувь,2941.75,1,25,2206.31,Отменён,Почта России,СБП,Москва,False,
YMO0001893,YM000198,2024-11-13,Красота и гигиена,1696.93,1,10,1527.23,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,True,
YMO0001894,YM001967,2024-07-16,Книги и канцелярия,1136.01,3,20,2726.42,Доставлен,Пункт выдачи,Картой онлайн,Ростов-на-Дону,False,5.0
YMO0001895,YM000104,2024-12-10,Дом и дача,9334.56,1,0,9334.56,Доставлен,Пункт выдачи,При получении,Другие,False,
YMO0001896,YM000941,2024-12-26,Одежда и обувь,11094.05,2,10,19969.29,Доставлен,Курьер Яндекс,Картой онлайн,Другие,False,
YMO0001897,YM002265,2023-07-26,Красота и гигиена,2366.12,1,0,2366.12,Доставлен,Пункт выдачи,Картой онлайн,Другие,False,
YMO0001898,YM000896,2024-11-07,Электроника и гаджеты,71969.24,1,10,64772.32,Доставлен,Почта России,При получении,Казань,False,
YMO0001899,YM001399,2024-07-02,Одежда и обувь,4739.38,2,0,9478.75,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,
YMO0001900,YM001719,2023-08-15,Дом и дача,11440.27,1,15,9724.23,Доставлен,Пункт выдачи,Картой онлайн,Москва,True,
YMO0001901,YM002496,2023-12-30,Бытовая техника,18771.01,2,0,37542.03,Доставлен,Почта России,СБП,Санкт-Петербург,False,
YMO0001902,YM001692,2024-12-27,Бытовая техника,64612.95,1,10,58151.65,Доставлен,Курьер Яндекс,Яндекс Пэй,Екатеринбург,True,
YMO0001903,YM000868,2023-11-05,Одежда и обувь,5863.64,2,0,11727.28,Отменён,Пункт выдачи,В кредит,Москва,True,
YMO0001904,YM000557,2024-01-12,Дом и дача,2044.51,1,0,2044.51,Доставлен,Пункт выдачи,Картой онлайн,Воронеж,True,5.0
YMO0001905,YM002060,2023-10-16,Бытовая техника,17390.79,1,0,17390.79,Доставлен,Пункт выдачи,При получении,Санкт-Петербург,True,
YMO0001906,YM000445,2024-06-24,Электроника и гаджеты,22656.08,2,0,45312.17,Отменён,Экспресс-доставка,Картой онлайн,Ростов-на-Дону,False,
YMO0001907,YM000734,2023-09-29,Книги и канцелярия,1849.98,2,0,3699.97,Доставлен,Пункт выдачи,Яндекс Пэй,Челябинск,True,4.0
YMO0001908,YM000057,2024-01-17,Дом и дача,4265.06,1,10,3838.56,Доставлен,Курьер Яндекс,При получении,Другие,True,5.0
YMO0001909,YM000848,2023-12-07,Электроника и гаджеты,77641.52,1,0,77641.52,Возврат,Курьер Яндекс,Картой онлайн,Москва,True,
YMO0001910,YM000564,2023-08-20,Одежда и обувь,13535.17,1,5,12858.42,Доставлен,Почта России,Яндекс Пэй,Москва,False,
YMO0001911,YM001209,2024-03-25,Одежда и обувь,2785.11,2,0,5570.21,Доставлен,Почта России,Картой онлайн,Воронеж,True,
YMO0001912,YM001647,2024-11-19,Электроника и гаджеты,10463.95,2,0,20927.9,Доставлен,Курьер Яндекс,СБП,Тюмень,False,
YMO0001913,YM001008,2024-12-15,Дом и дача,2933.05,1,0,2933.05,Доставлен,Пункт выдачи,Яндекс Пэй,Тюмень,False,5.0
YMO0001914,YM001407,2024-01-13,Дом и дача,10701.31,2,15,18192.23,Доставлен,Пункт выдачи,Картой онлайн,Новосибирск,True,
YMO0001915,YM000517,2024-10-03,Продукты и напитки,3300.33,1,0,3300.33,Возврат,Пункт выдачи,При получении,Санкт-Петербург,False,
YMO0001916,YM001570,2024-07-16,Электроника и гаджеты,49241.43,2,10,88634.57,Доставлен,Курьер Яндекс,При получении,Москва,False,4.0
YMO0001917,YM000722,2024-03-26,Дом и дача,10641.76,1,0,10641.76,Доставлен,Экспресс-доставка,Яндекс Пэй,Другие,False,4.0
YMO0001918,YM000908,2023-08-12,Одежда и обувь,3470.99,2,5,6594.89,Доставлен,Пункт выдачи,Яндекс Пэй,Екатеринбург,True,
YMO0001919,YM000594,2024-09-30,Дом и дача,9689.83,2,25,14534.75,Доставлен,Пункт выдачи,СБП,Санкт-Петербург,False,
YMO0001920,YM000655,2024-12-25,Дом и дача,8595.31,2,25,12892.96,Доставлен,Пункт выдачи,СБП,Москва,False,
YMO0001921,YM001966,2024-11-08,Красота и гигиена,1555.95,1,5,1478.16,Доставлен,Пункт выдачи,Картой онлайн,Санкт-Петербург,False,
YMO0001922,YM001729,2024-01-13,Спорт и туризм,9873.89,2,20,15798.22,Доставлен,Почта России,Картой онлайн,Казань,True,
YMO0001923,YM000374,2023-11-05,Детские товары,4458.91,1,10,4013.02,Доставлен,Курьер Яндекс,В кредит,Санкт-Петербург,True,4.0
YMO0001924,YM002361,2024-11-24,Красота и гигиена,1818.33,1,30,1272.83,Доставлен,Пункт выдачи,Картой онлайн,Ростов-на-Дону,True,
YMO0001925,YM002015,2024-07-25,Дом и дача,7179.44,1,15,6102.53,Доставлен,Курьер Яндекс,СБП,Екатеринбург,True,
YMO0001926,YM002351,2024-01-01,Дом и дача,7262.85,1,15,6173.42,Доставлен,Пункт выдачи,При получении,Екатеринбург,True,
YMO0001927,YM000329,2024-02-19,Бытовая техника,81918.39,3,10,221179.65,Доставлен,Курьер Яндекс,При получении,Санкт-Петербург,True,
YMO0001928,YM000507,2024-12-31,Красота и гигиена,2494.46,1,10,2245.01,Доставлен,Пункт выдачи,В кредит,Ростов-на-Дону,False,
YMO0001929,YM001380,2024-09-24,Одежда и обувь,3396.52,3,0,10189.55,Доставлен,Курьер Яндекс,Картой онлайн,Другие,True,
