customer_id,city,registration_date,age_group,gender,yandex_plus
YM000515,Екатеринбург,2023-07-02,55+,М,True
YM000516,Казань,2023-10-01,55+,Ж,True
YM000517,Санкт-Петербург,2024-06-10,55+,М,False
YM000518,Новосибирск,2023-09-18,45-54,Ж,False
YM000519,Санкт-Петербург,2024-03-12,35-44,М,False
YM000520,Москва,2023-03-09,25-34,М,True
YM000521,Москва,2023-08-10,45-54,Ж,True
YM000522,Москва,2023-08-26,35-44,М,True
YM000523,Краснодар,2023-07-17,55+,М,False
YM000524,Краснодар,2023-03-12,35-44,Ж,False
YM000525,Екатеринбург,2023-03-20,25-34,Ж,True
YM000526,Тюмень,2023-03-31,25-34,Ж,True
YM000527,Москва,2024-07-12,45-54,М,False
YM000528,Москва,2023-05-03,35-44,Ж,True
YM000529,Москва,2023-04-02,35-44,М,False
YM000530,Другие,2023-05-25,18-24,М,True
YM000531,Москва,2023-01-18,25-34,Ж,True
YM000532,Тюмень,2024-02-13,35-44,М,False
YM000533,Другие,2023-01-01,18-24,Ж,False
YM000534,Другие,2024-10-09,25-34,М,True
YM000535,Самара,2023-05-19,45-54,М,False
YM000536,Новосибирск,2023-02-04,18-24,Ж,False
YM000537,Другие,2023-10-21,25-34,Ж,True
YM000538,Красноярск,2023-10-20,25-34,М,False
YM000539,Екатеринбург,2023-11-30,35-44,Ж,True
YM000540,Другие,2023-07-29,25-34,М,False
YM000541,Другие,2023-06-25,55+,Ж,False
YM000542,Санкт-Петербург,2023-07-19,35-44,Ж,True
YM000543,Москва,2023-01-06,35-44,Ж,False
YM000544,Москва,2023-09-30,35-44,М,True
YM000545,Красноярск,2023-09-24,25-34,Ж,False
YM000546,Новосибирск,2023-06-13,25-34,Ж,True
YM000547,Другие,2023-03-29,45-54,Ж,True
YM000548,Казань,2023-04-29,45-54,М,True
YM000549,Москва,2024-04-23,35-44,М,True
YM000550,Другие,2024-12-31,45-54,Ж,False
YM000551,Новосибирск,2023-09-23,25-34,Ж,False
YM000552,Воронеж,2023-11-06,25-34,Ж,True
YM000553,Санкт-Петербург,2023-04-20,35-44,М,False
YM000554,Санкт-Петербург,2023-05-31,25-34,Ж,True
YM000555,Краснодар,2023-03-05,25-34,Ж,True
YM000556,Санкт-Петербург,2023-07-01,55+,М,False
YM000557,Воронеж,2023-05-04,45-54,М,True
YM000558,Нижний Новгород,2023-02-18,18-24,М,False
YM000559,Москва,2023-06-16,25-34,Ж,True
YM000560,Санкт-Петербург,2023-11-20,45-54,М,False
YM000561,Ростов-на-Дону,2023-06-18,35-44,М,True
YM000562,Москва,2023-11-08,55+,Ж,False
YM000563,Москва,2023-03-20,18-24,Ж,False
YM000564,Москва,2023-03-20,55+,М,False
YM000565,Москва,2023-08-24,25-34,Ж,False
YM000566,Другие,2023-12-28,18-24,М,False
YM000567,Краснодар,2023-02-12,25-34,Ж,False
YM000568,Москва,2024-01-15,45-54,М,False
YM000569,Екатеринбург,2024-12-31,25-34,Ж,False
YM000570,Другие,2023-02-18,35-44,М,False
YM000571,Другие,2023-01-15,35-44,Ж,False
YM000572,Ростов-на-Дону,2024-05-10,35-44,Ж,False
YM000573,Москва,2023-04-11,25-34,Ж,True
YM000574,Воронеж,2023-02-02,25-34,Ж,False
YM000575,Санкт-Петербург,2023-09-03,45-54,Ж,False
YM000576,Санкт-Петербург,2023-05-22,45-54,Ж,False
YM000577,Нижний Новгород,2023-05-09,25-34,М,True
YM000578,Тюмень,2023-06-17,18-24,Ж,False
YM000579,Москва,2024-10-10,25-34,Ж,False
YM000580,Санкт-Петербург,2023-01-23,45-54,М,True
YM000581,Пермь,2023-12-20,25-34,Ж,True
YM000582,Казань,2023-05-26,55+,Ж,True
YM000583,Санкт-Петербург,2023-01-29,25-34,М,False
YM000584,Москва,2023-02-02,25-34,Ж,False
YM000585,Москва,2023-11-09,55+,Ж,False
YM000586,Екатеринбург,2023-08-06,18-24,Ж,False
YM000587,Другие,2023-05-27,55+,Ж,False
YM000588,Москва,2023-05-02,45-54,Ж,True
YM000589,Ростов-на-Дону,2023-09-16,18-24,Ж,True
YM000590,Ростов-на-Дону,2023-12-19,45-54,М,False
YM000591,Москва,2023-08-31,18-24,М,False
YM000592,Москва,2023-09-29,45-54,М,False
YM000593,Казань,2023-04-07,55+,Ж,False
YM000594,Санкт-Петербург,2024-02-05,18-24,М,False
YM000595,Другие,2023-06-02,45-54,М,False
YM000596,Москва,2023-03-02,55+,М,False
YM000597,Казань,2023-01-19,25-34,Ж,False
YM000598,Санкт-Петербург,2023-04-09,45-54,Ж,True
YM000599,Краснодар,2023-01-20,25-34,М,False
YM000600,Уфа,2023-06-26,25-34,Ж,False
YM000601,Уфа,2023-01-09,45-54,М,False
YM000602,Новосибирск,2023-11-01,25-34,Ж,False
YM000603,Москва,2023-03-21,18-24,М,False
YM000604,Новосибирск,2024-01-08,18-24,Ж,False
YM000605,Москва,2023-03-15,25-34,Ж,False
YM000606,Екатеринбург,2023-10-29,45-54,М,True
YM000607,Казань,2023-01-26,55+,Ж,False
YM000608,Екатеринбург,2024-07-01,55+,Ж,False
YM000609,Москва,2023-01-11,25-34,М,False
YM000610,Екатеринбург,2024-07-19,25-34,М,False
YM000611,Москва,2024-12-31,45-54,Ж,True
YM000612,Нижний Новгород,2023-06-25,35-44,М,False
YM000613,Новосибирск,2023-03-08,18-24,Ж,False
YM000614,Нижний Новгород,2023-03-09,35-44,М,True
YM000615,Другие,2023-11-19,25-34,Ж,True
YM000616,Воронеж,2023-04-30,35-44,Ж,True
YM000617,Казань,2024-06-29,25-34,М,False
YM000618,Другие,2024-01-06,18-24,М,False
YM000619,Казань,2023-02-20,25-34,Ж,True
YM000620,Москва,2023-07-06,18-24,Ж,True
YM000621,Воронеж,2023-09-11,35-44,М,False
YM000622,Казань,2024-03-24,18-24,М,True
YM000623,Санкт-Петербург,2024-03-04,45-54,М,False
YM000624,Москва,2023-05-02,35-44,М,False
YM000625,Нижний Новгород,2023-03-30,18-24,Ж,True
YM000626,Челябинск,2023-01-18,25-34,М,True
YM000627,Санкт-Петербург,2023-10-24,35-44,Ж,True
YM000628,Краснодар,2023-07-26,18-24,Ж,True
YM000629,Красноярск,2024-10-27,25-34,М,False
YM000630,Новосибирск,2023-06-05,18-24,Ж,True
YM000631,Краснодар,2023-11-08,18-24,М,False
YM000632,Ростов-на-Дону,2023-04-19,25-34,М,True
YM000633,Новосибирск,2023-11-15,25-34,Ж,False
YM000634,Москва,2024-01-14,25-34,М,False
YM000635,Санкт-Петербург,2023-04-03,18-24,М,True
YM000636,Екатеринбург,2023-04-07,25-34,Ж,True
YM000637,Другие,2023-04-07,25-34,Ж,True
YM000638,Тюмень,2023-04-28,45-54,М,False
YM000639,Москва,2023-01-07,35-44,М,False
YM000640,Челябинск,2023-03-26,45-54,Ж,False
YM000641,Москва,2023-05-01,35-44,Ж,True
YM000642,Санкт-Петербург,2023-04-10,35-44,М,False
YM000643,Москва,2023-06-01,45-54,М,True
YM000644,Москва,2023-03-03,18-24,Ж,False
YM000645,Самара,2023-06-10,25-34,М,True
YM000646,Москва,2024-02-01,45-54,М,False
YM000647,Краснодар,2023-01-07,45-54,Ж,True
YM000648,Ростов-на-Дону,2023-05-22,25-34,М,True
YM000649,Москва,2023-06-13,35-44,Ж,True
YM000650,Екатеринбург,2023-10-25,55+,Ж,False
YM000651,Новосибирск,2024-11-18,25-34,Ж,False
YM000652,Москва,2023-05-06,25-34,М,True
YM000653,Другие,2023-01-15,35-44,М,False
YM000654,Другие,2024-01-16,25-34,Ж,True
YM000655,Москва,2023-01-18,35-44,Ж,False
YM000656,Москва,2023-02-23,35-44,М,True
YM000657,Пермь,2023-07-08,35-44,Ж,False
YM000658,Москва,2023-10-31,25-34,Ж,True
YM000659,Москва,2023-05-11,45-54,М,False
YM000660,Уфа,2024-01-04,25-34,М,False
YM000661,Нижний Новгород,2023-05-11,35-44,Ж,True
YM000662,Краснодар,2023-05-28,25-34,Ж,True
YM000663,Челябинск,2023-05-06,35-44,М,True
YM000664,Красноярск,2023-09-05,18-24,Ж,False
YM000665,Самара,2023-01-02,25-34,Ж,True
YM000666,Москва,2023-06-28,35-44,Ж,True
YM000667,Москва,2023-01-06,35-44,Ж,True
YM000668,Москва,2023-04-27,25-34,Ж,True
YM000669,Екатеринбург,2023-10-18,18-24,Ж,True
YM000670,Другие,2023-07-09,35-44,Ж,True
YM000671,Краснодар,2023-04-21,25-34,М,False
YM000672,Нижний Новгород,2024-03-25,18-24,М,False
YM000673,Новосибирск,2023-03-12,35-44,Ж,False
YM000674,Красноярск,2023-04-03,18-24,Ж,False
YM000675,Казань,2023-07-17,25-34,Ж,False
YM000676,Тюмень,2023-01-17,35-44,Ж,True
YM000677,Санкт-Петербург,2023-02-17,45-54,Ж,False
YM000678,Другие,2023-07-09,35-44,Ж,True
YM000679,Нижний Новгород,2023-01-05,25-34,Ж,True
YM000680,Самара,2023-02-02,25-34,Ж,True
YM000681,Челябинск,2024-02-04,25-34,М,False
YM000682,Санкт-Петербург,2023-02-28,25-34,М,False
YM000683,Москва,2023-09-19,25-34,М,False
YM000684,Москва,2023-12-25,35-44,М,False
YM000685,Москва,2023-05-09,35-44,Ж,False
YM000686,Ростов-на-Дону,2023-04-17,35-44,Ж,False
YM000687,Казань,2023-01-02,35-44,Ж,False
YM000688,Москва,2024-01-17,35-44,Ж,True
YM000689,Воронеж,2023-07-22,45-54,Ж,True
YM000690,Екатеринбург,2023-01-21,45-54,Ж,False
YM000691,Другие,2023-01-14,55+,Ж,False
YM000692,Екатеринбург,2023-11-19,18-24,Ж,True
YM000693,Санкт-Петербург,2023-07-02,55+,Ж,False
YM000694,Москва,2023-09-15,18-24,М,False
YM000695,Санкт-Петербург,2023-02-06,25-34,Ж,False
YM000696,Краснодар,2023-07-26,45-54,Ж,False
YM000697,Москва,2024-12-12,35-44,М,False
YM000698,Воронеж,2023-03-10,25-34,Ж,False
YM000699,Санкт-Петербург,2023-06-14,25-34,М,True
YM000700,Санкт-Петербург,2023-09-09,18-24,М,False
YM000701,Москва,2023-06-22,55+,Ж,True
YM000702,Казань,2023-10-29,18-24,Ж,True
YM000703,Красноярск,2023-01-03,45-54,М,False
YM000704,Новосибирск,2023-04-09,18-24,Ж,False
YM000705,Краснодар,2023-02-03,18-24,Ж,False
YM000706,Другие,2023-02-07,25-34,Ж,True
YM000707,Москва,2024-01-03,55+,М,False
YM000708,Другие,2023-03-20,55+,М,True
YM000709,Москва,2023-09-30,18-24,Ж,False
YM000710,Другие,2023-11-07,18-24,М,True
YM000711,Челябинск,2023-12-07,25-34,М,False
YM000712,Другие,2023-03-23,55+,Ж,True
YM000713,Красноярск,2024-10-16,35-44,Ж,True
YM000714,Москва,2023-04-25,35-44,Ж,False
YM000715,Санкт-Петербург,2023-04-14,18-24,Ж,False
YM000716,Москва,2023-04-10,55+,М,False
YM000717,Москва,2023-05-16,55+,Ж,False
YM000718,Пермь,2023-11-06,35-44,Ж,False
YM000719,Казань,2023-03-07,35-44,М,False
YM000720,Самара,2024-05-14,35-44,М,True
YM000721,Другие,2023-01-09,35-44,М,False
YM000722,Другие,2023-11-14,25-34,Ж,False
YM000723,Москва,2023-09-09,35-44,Ж,False
YM000724,Санкт-Петербург,2023-11-30,18-24,Ж,True
YM000725,Казань,2023-03-03,18-24,Ж,False
YM000726,Другие,2023-10-11,45-54,М,False
YM000727,Другие,2023-03-03,18-24,Ж,False
YM000728,Москва,2023-04-02,35-44,М,False
YM000729,Москва,2023-01-03,25-34,Ж,True
YM000730,Новосибирск,2024-05-27,18-24,М,False
YM000731,Краснодар,2023-03-05,18-24,Ж,True
YM000732,Краснодар,2023-05-29,25-34,М,False
YM000733,Другие,2023-10-03,25-34,М,False
YM000734,Челябинск,2023-01-23,45-54,Ж,True
YM000735,Москва,2023-02-14,55+,Ж,False
YM000736,Краснодар,2024-12-31,25-34,Ж,True
YM000737,Тюмень,2023-03-13,35-44,Ж,False
YM000738,Пермь,2023-10-15,18-24,М,True
YM000739,Другие,2023-06-25,25-34,Ж,False
YM000740,Москва,2023-09-07,55+,Ж,False
YM000741,Другие,2023-03-25,45-54,Ж,False
YM000742,Ростов-на-Дону,2023-09-09,55+,Ж,False
YM000743,Санкт-Петербург,2023-01-06,18-24,Ж,True
YM000744,Краснодар,2024-03-06,25-34,М,True
YM000745,Другие,2024-07-09,45-54,Ж,True
YM000746,Другие,2023-06-09,35-44,Ж,False
YM000747,Москва,2023-02-08,35-44,Ж,False
YM000748,Санкт-Петербург,2023-05-08,25-34,М,False
YM000749,Москва,2023-06-12,18-24,М,False
YM000750,Ростов-на-Дону,2023-06-01,35-44,Ж,True
YM000751,Санкт-Петербург,2023-01-23,18-24,Ж,False
YM000752,Москва,2024-12-31,25-34,М,True
YM000753,Санкт-Петербург,2024-12-31,18-24,М,False
YM000754,Москва,2023-07-15,55+,Ж,True
YM000755,Санкт-Петербург,2023-03-17,25-34,М,False
YM000756,Ростов-на-Дону,2023-03-24,18-24,Ж,False
YM000757,Москва,2023-01-28,35-44,М,False
YM000758,Тюмень,2023-05-29,18-24,Ж,True
YM000759,Москва,2024-01-02,45-54,Ж,True
YM000760,Другие,2023-04-22,25-34,М,False
YM000761,Нижний Новгород,2024-11-08,25-34,Ж,False
YM000762,Нижний Новгород,2023-10-29,25-34,Ж,True
YM000763,Санкт-Петербург,2023-07-06,35-44,М,False
YM000764,Воронеж,2023-01-18,35-44,Ж,False
YM000765,Москва,2023-06-17,55+,Ж,True
YM000766,Москва,2023-06-28,45-54,Ж,True
YM000767,Нижний Новгород,2023-06-18,18-24,М,False
YM000768,Санкт-Петербург,2023-05-06,45-54,М,False
YM000769,Другие,2023-02-26,25-34,Ж,False
YM000770,Нижний Новгород,2024-12-31,45-54,М,False
YM000771,Москва,2023-02-04,45-54,Ж,False
YM000772,Тюмень,2023-04-03,35-44,М,False
YM000773,Санкт-Петербург,2024-03-20,18-24,Ж,False
YM000774,Москва,2024-06-23,35-44,Ж,True
YM000775,Москва,2023-10-25,35-44,Ж,False
YM000776,Екатеринбург,2023-01-02,55+,Ж,True
YM000777,Краснодар,2023-03-04,25-34,М,True
YM000778,Новосибирск,2023-06-13,18-24,Ж,False
YM000779,Казань,2024-01-20,45-54,М,True
YM000780,Челябинск,2023-11-26,25-34,М,False
YM000781,Казань,2023-12-07,55+,М,True
YM000782,Нижний Новгород,2023-06-07,18-24,Ж,True
YM000783,Москва,2023-03-12,55+,М,True
YM000784,Москва,2023-06-26,25-34,Ж,False
YM000785,Москва,2023-06-05,35-44,М,False
YM000786,Москва,2023-02-16,25-34,М,False
YM000787,Москва,2023-01-11,35-44,Ж,False
YM000788,Другие,2024-08-23,25-34,М,True
YM000789,Екатеринбург,2024-03-08,18-24,Ж,True
YM000790,Ростов-на-Дону,2024-09-01,45-54,М,False
YM000791,Другие,2024-06-03,25-34,Ж,True
YM000792,Челябинск,2023-02-12,55+,М,True
YM000793,Москва,2023-12-23,35-44,Ж,False
YM000794,Казань,2023-08-13,35-44,Ж,False
YM000795,Краснодар,2023-07-24,25-34,М,False
YM000796,Другие,2023-06-28,35-44,Ж,False
YM000797,Другие,2023-05-17,45-54,Ж,False
YM000798,Москва,2023-04-24,25-34,Ж,True
YM000799,Санкт-Петербург,2023-02-20,18-24,Ж,False
YM000800,Нижний Новгород,2023-09-03,18-24,Ж,False
YM000801,Москва,2023-01-18,35-44,Ж,True
YM000802,Москва,2023-08-03,18-24,М,False
YM000803,Санкт-Петербург,2023-06-15,25-34,Ж,False
YM000804,Москва,2023-09-11,35-44,Ж,False
YM000805,Москва,2024-07-10,18-24,Ж,False
YM000806,Москва,2023-05-27,35-44,М,True
YM000807,Новосибирск,2023-01-19,45-54,М,False
YM000808,Новосибирск,2023-01-12,18-24,Ж,True
YM000809,Самара,2023-11-30,35-44,Ж,True
YM000810,Санкт-Петербург,2023-11-25,45-54,Ж,False
YM000811,Пермь,2023-03-20,25-34,Ж,True
YM000812,Екатеринбург,2023-03-02,25-34,Ж,False
YM000813,Самара,2023-12-03,25-34,Ж,True
YM000814,Москва,2023-04-29,25-34,М,False
YM000815,Москва,2023-01-12,25-34,Ж,True
YM000816,Другие,2023-11-08,45-54,М,False
YM000817,Москва,2023-10-20,35-44,М,True
YM000818,Самара,2024-12-31,25-34,М,True
YM000819,Новосибирск,2023-04-03,45-54,Ж,False
YM000820,Москва,2024-01-08,55+,М,True
YM000821,Москва,2023-01-20,18-24,М,True
YM000822,Санкт-Петербург,2023-03-19,35-44,М,False
YM000823,Москва,2023-07-13,35-44,М,True
YM000824,Другие,2024-01-13,35-44,Ж,False
YM000825,Другие,2024-02-25,25-34,Ж,False
YM000826,Воронеж,2023-10-08,45-54,М,False
YM000827,Другие,2023-11-21,35-44,Ж,True
YM000828,Самара,2023-02-02,18-24,Ж,False
YM000829,Санкт-Петербург,2023-04-01,35-44,М,False
YM000830,Воронеж,2023-05-25,25-34,Ж,False
YM000831,Челябинск,2023-02-11,25-34,Ж,True
YM000832,Красноярск,2023-03-05,25-34,Ж,False
YM000833,Москва,2024-05-15,35-44,Ж,False
YM000834,Краснодар,2023-02-28,25-34,Ж,True
YM000835,Воронеж,2023-05-28,55+,М,True
YM000836,Другие,2023-09-06,25-34,Ж,True
YM000837,Другие,2023-01-05,25-34,М,False
YM000838,Другие,2023-03-23,18-24,М,True
YM000839,Москва,2023-05-04,25-34,Ж,False
YM000840,Санкт-Петербург,2023-08-22,35-44,Ж,False
YM000841,Москва,2024-02-26,45-54,Ж,False
YM000842,Другие,2023-08-23,18-24,М,False
YM000843,Москва,2023-03-15,35-44,Ж,False
YM000844,Другие,2023-03-31,35-44,Ж,False
YM000845,Санкт-Петербург,2023-03-08,35-44,Ж,True
YM000846,Другие,2024-12-31,18-24,М,False
YM000847,Санкт-Петербург,2023-05-24,35-44,Ж,True
YM000848,Москва,2023-06-08,25-34,Ж,True
YM000849,Санкт-Петербург,2023-04-06,18-24,Ж,False
YM000850,Воронеж,2023-03-27,45-54,М,False
YM000851,Новосибирск,2023-07-22,18-24,Ж,False
YM000852,Санкт-Петербург,2023-02-27,35-44,Ж,True
YM000853,Другие,2023-05-12,45-54,Ж,False
YM000854,Новосибирск,2024-11-26,45-54,М,False
YM000855,Москва,2023-03-01,35-44,М,True
YM000856,Воронеж,2023-08-06,45-54,М,True
YM000857,Тюмень,2023-03-31,18-24,М,True
YM000858,Казань,2023-04-18,35-44,М,True
YM000859,Москва,2023-03-17,55+,Ж,True
YM000860,Другие,2023-01-07,45-54,Ж,True
YM000861,Москва,2023-01-20,35-44,Ж,True
YM000862,Краснодар,2023-03-01,55+,М,False
YM000863,Новосибирск,2023-01-06,45-54,Ж,False
YM000864,Санкт-Петербург,2023-04-21,35-44,Ж,True
YM000865,Ростов-на-Дону,2023-11-25,25-34,Ж,False
YM000866,Санкт-Петербург,2023-04-05,35-44,Ж,True
YM000867,Москва,2023-02-06,25-34,Ж,True
YM000868,Москва,2023-01-23,45-54,Ж,True
YM000869,Уфа,2023-03-09,45-54,М,False
YM000870,Москва,2023-01-04,25-34,М,True
YM000871,Москва,2023-05-03,35-44,М,True
YM000872,Другие,2023-12-20,25-34,Ж,True
YM000873,Санкт-Петербург,2023-05-16,35-44,Ж,False
YM000874,Другие,2024-01-20,25-34,Ж,True
YM000875,Новосибирск,2023-03-17,25-34,М,False
YM000876,Санкт-Петербург,2023-11-25,35-44,М,False
YM000877,Тюмень,2023-08-20,18-24,М,True
YM000878,Москва,2023-09-25,45-54,М,False
YM000879,Санкт-Петербург,2023-05-02,45-54,Ж,True
YM000880,Красноярск,2023-07-31,25-34,М,False
YM000881,Воронеж,2024-04-19,25-34,М,True
YM000882,Другие,2023-03-02,25-34,М,False
YM000883,Москва,2024-04-11,35-44,М,False
YM000884,Москва,2023-11-17,45-54,М,True
YM000885,Казань,2023-06-17,25-34,М,True
YM000886,Уфа,2024-12-31,25-34,Ж,False
YM000887,Москва,2023-08-11,35-44,М,False
YM000888,Новосибирск,2023-02-14,35-44,Ж,False
YM000889,Другие,2024-07-23,35-44,Ж,True
YM000890,Москва,2023-03-26,45-54,М,False
YM000891,Тюмень,2024-08-12,35-44,Ж,True
YM000892,Санкт-Петербург,2023-04-28,25-34,М,False
YM000893,Краснодар,2023-11-24,18-24,Ж,True
YM000894,Другие,2023-05-27,25-34,Ж,True
YM000895,Санкт-Петербург,2023-02-15,18-24,М,True
YM000896,Казань,2024-05-13,18-24,М,False
YM000897,Екатеринбург,2023-05-22,35-44,М,False
YM000898,Другие,2023-01-14,18-24,Ж,False
YM000899,Санкт-Петербург,2023-11-24,18-24,М,True
YM000900,Москва,2024-12-31,45-54,Ж,True
YM000901,Нижний Новгород,2023-01-02,25-34,Ж,False
YM000902,Другие,2023-03-05,25-34,Ж,False
YM000903,Тюмень,2023-11-19,45-54,М,False
YM000904,Нижний Новгород,2023-07-22,45-54,Ж,False
YM000905,Москва,2024-05-19,25-34,Ж,False
YM000906,Москва,2023-04-23,35-44,Ж,True
YM000907,Екатеринбург,2023-01-18,25-34,М,False
YM000908,Екатеринбург,2023-02-12,25-34,Ж,True
YM000909,Казань,2023-04-05,55+,М,False
YM000910,Красноярск,2023-01-07,25-34,М,True
YM000911,Другие,2023-05-16,35-44,Ж,True
YM000912,Красноярск,2023-08-18,25-34,Ж,False
YM000913,Другие,2024-05-02,35-44,М,True
YM000914,Казань,2023-04-22,35-44,Ж,False
YM000915,Казань,2023-02-03,18-24,Ж,True
YM000916,Другие,2023-11-06,18-24,М,False
YM000917,Другие,2023-07-05,25-34,Ж,False
YM000918,Другие,2024-12-31,35-44,Ж,False
YM000919,Москва,2024-12-31,35-44,Ж,True
YM000920,Воронеж,2024-01-15,18-24,Ж,False
YM000921,Москва,2023-08-13,18-24,М,False
YM000922,Другие,2023-04-21,25-34,Ж,False
YM000923,Москва,2023-01-17,35-44,Ж,False
YM000924,Москва,2023-04-28,25-34,Ж,False
YM000925,Санкт-Петербург,2023-07-24,35-44,Ж,False
YM000926,Москва,2023-03-03,45-54,Ж,False
YM000927,Другие,2023-06-20,18-24,Ж,True
YM000928,Москва,2023-01-06,35-44,Ж,False
YM000929,Казань,2023-01-23,45-54,Ж,False
YM000930,Воронеж,2024-10-30,18-24,Ж,False
YM000931,Другие,2024-03-23,18-24,М,False
YM000932,Санкт-Петербург,2023-02-06,18-24,Ж,False
YM000933,Челябинск,2024-02-01,25-34,Ж,True
YM000934,Другие,2023-03-19,18-24,М,True
YM000935,Нижний Новгород,2023-09-19,35-44,Ж,False
YM000936,Другие,2023-07-07,25-34,Ж,True
YM000937,Самара,2023-05-17,25-34,Ж,False
YM000938,Казань,2023-08-08,35-44,Ж,False
YM000939,Екатеринбург,2024-12-31,35-44,Ж,False
YM000940,Нижний Новгород,2023-06-20,25-34,М,True
YM000941,Другие,2024-12-11,45-54,Ж,False
YM000942,Новосибирск,2023-03-15,45-54,М,True
YM000943,Самара,2023-10-08,55+,Ж,True
YM000944,Москва,2023-08-25,25-34,Ж,False
YM000945,Нижний Новгород,2023-02-16,35-44,Ж,False
YM000946,Нижний Новгород,2023-01-01,18-24,М,True
YM000947,Москва,2023-03-06,35-44,Ж,True
YM000948,Уфа,2023-04-27,45-54,М,False
YM000949,Тюмень,2023-01-15,25-34,Ж,False
YM000950,Санкт-Петербург,2023-04-23,55+,М,True
YM000951,Москва,2023-02-24,25-34,Ж,False
YM000952,Уфа,2024-05-02,25-34,М,False
YM000953,Екатеринбург,2023-02-15,18-24,Ж,False
YM000954,Санкт-Петербург,2023-02-21,25-34,Ж,False
YM000955,Москва,2023-09-20,25-34,Ж,False
YM000956,Воронеж,2023-05-31,18-24,Ж,False
YM000957,Красноярск,2024-02-08,35-44,М,False
YM000958,Екатеринбург,2023-10-20,18-24,Ж,False
YM000959,Новосибирск,2023-01-14,18-24,Ж,False
YM000960,Самара,2024-06-14,25-34,М,True
YM000961,Москва,2023-09-19,25-34,М,False
YM000962,Москва,2024-02-19,25-34,М,True
YM000963,Москва,2023-03-07,45-54,Ж,False
YM000964,Санкт-Петербург,2023-02-05,55+,М,False
YM000965,Новосибирск,2024-03-14,45-54,М,True
YM000966,Екатеринбург,2024-12-31,35-44,М,True
YM000967,Ростов-на-Дону,2023-02-12,55+,Ж,True
YM000968,Москва,2024-07-24,55+,М,False
YM000969,Нижний Новгород,2023-06-21,35-44,Ж,True
YM000970,Казань,2023-03-30,25-34,М,True
YM000971,Москва,2023-06-26,25-34,М,True
YM000972,Другие,2023-01-13,45-54,М,True
YM000973,Москва,2023-05-12,45-54,Ж,False
YM000974,Краснодар,2023-04-24,25-34,Ж,True
YM000975,Тюмень,2023-02-17,45-54,Ж,False
YM000976,Ростов-на-Дону,2024-01-16,18-24,Ж,False
YM000977,Москва,2023-03-05,25-34,Ж,False
YM000978,Самара,2023-01-12,55+,М,False
YM000979,Нижний Новгород,2023-01-17,35-44,Ж,True
YM000980,Другие,2023-01-02,25-34,Ж,True
YM000981,Другие,2023-03-17,25-34,Ж,True
YM000982,Москва,2023-02-16,55+,Ж,False
YM000983,Екатеринбург,2023-05-06,35-44,М,True
YM000984,Другие,2023-01-10,35-44,Ж,False
YM000985,Москва,2023-07-19,18-24,М,False
YM000986,Санкт-Петербург,2024-09-25,45-54,Ж,False
YM000987,Другие,2023-02-22,18-24,Ж,False
YM000988,Москва,2024-01-02,18-24,Ж,False
YM000989,Екатеринбург,2023-01-22,18-24,Ж,True
YM000990,Москва,2023-10-07,45-54,М,True
YM000991,Нижний Новгород,2024-06-14,18-24,М,False
YM000992,Москва,2023-04-06,25-34,Ж,False
YM000993,Казань,2023-07-08,35-44,М,False
YM000994,Воронеж,2023-01-06,55+,М,True
YM000995,Новосибирск,2023-07-20,25-34,Ж,False
YM000996,Другие,2023-03-29,35-44,М,False
YM000997,Нижний Новгород,2024-02-01,25-34,Ж,True
YM000998,Москва,2023-06-15,35-44,Ж,False
YM000999,Самара,2023-12-31,25-34,М,True
YM001000,Санкт-Петербург,2024-10-14,18-24,Ж,False
YM001001,Москва,2023-04-12,45-54,Ж,False
YM001002,Санкт-Петербург,2023-08-27,25-34,М,True
YM001003,Москва,2023-02-28,45-54,М,False
YM001004,Екатеринбург,2024-05-12,25-34,М,False
YM001005,Другие,2023-09-26,25-34,М,False
YM001006,Нижний Новгород,2023-11-20,45-54,Ж,False
YM001007,Другие,2023-03-20,35-44,Ж,False
YM001008,Тюмень,2023-08-24,45-54,Ж,False
YM001009,Новосибирск,2023-03-05,25-34,М,False
YM001010,Уфа,2023-08-25,35-44,М,False
YM001011,Другие,2024-08-15,55+,Ж,False
YM001012,Уфа,2023-10-29,45-54,Ж,False
YM001013,Красноярск,2023-07-23,45-54,М,False
YM001014,Москва,2023-10-01,35-44,Ж,True
YM001015,Казань,2023-01-29,35-44,М,False
YM001016,Москва,2023-10-10,18-24,Ж,True
YM001017,Другие,2023-09-25,45-54,Ж,False
YM001018,Новосибирск,2023-01-24,45-54,М,False
YM001019,Санкт-Петербург,2023-03-22,25-34,Ж,True
YM001020,Челябинск,2023-05-12,55+,Ж,True
YM001021,Москва,2023-04-24,18-24,М,False
YM001022,Другие,2024-02-15,25-34,Ж,False
YM001023,Санкт-Петербург,2023-09-01,55+,Ж,True
YM001024,Москва,2023-03-12,55+,Ж,False
YM001025,Другие,2024-04-10,25-34,М,False
YM001026,Москва,2023-07-25,35-44,Ж,False
YM001027,Новосибирск,2023-05-14,55+,Ж,False
YM001028,Самара,2023-04-01,35-44,Ж,False
YM001029,Ростов-на-Дону,2023-10-01,25-34,Ж,False
YM001030,Тюмень,2023-07-01,55+,Ж,True
YM001031,Краснодар,2023-04-12,45-54,М,False
YM001032,Краснодар,2023-12-06,35-44,М,False
